,ko,en,word_count,source,filepath,zipf,word,frequency,level
187,계획,plan,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.44,계획,298.0,beginner
243,계획,a plan,1,yonsei,Yonsei Korean Vocab Beginner,5.44,계획,298.0,beginner
267,참 좋아요.,It's really good.,2,sogang,Sogang Korean 2A Vocabulary,5.44,,,beginner
199,계획,Plan,1,topik,쏙쏙 40 days TOPIK 초급,5.44,계획,298.0,beginner
88,치다,To strike/hit/roll like a wave,1,kiip,KIIP Beginner Level 2,5.44,치다,4554.0,beginner
187,작다,to be small in size,1,integrated,Integrated Korean Beginning 1,5.44,작다,185.0,beginner
770,치다,To play (piano/guitar/tennis),1,topik,쏙쏙 40 days TOPIK 초급,5.44,치다,4554.0,beginner
7,작다,to be small,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.44,작다,185.0,beginner
147,치다,to type,1,other,Fun Fun Korean 2,5.44,치다,4554.0,beginner
82,작다,to be small,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.44,작다,185.0,beginner
276,치다,to hit,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.44,치다,4554.0,beginner
745,작다,to be short,1,topik,쏙쏙 40 days TOPIK 초급,5.44,작다,185.0,beginner
257,열두,12 (Native Korean before counter),1,integrated,Integrated Korean Beginning 1,5.43,,,beginner
260,들어가다,to go inside,1,other,Fun Fun Korean 1,5.43,들어가다,103.0,beginner
448,영화를 보다,to watch a movie,2,other,Fun Fun Korean 1,5.43,,,beginner
306,축구,football,1,kiip,KIIP Beginner Level 2,5.43,축구,1029.0,beginner
431,들어가다,to enter,1,topik,쏙쏙 40 days TOPIK 초급,5.43,들어가다,103.0,beginner
523,미안하다,to be sorry,1,topik,쏙쏙 40 days TOPIK 초급,5.43,미안하다,1171.0,beginner
97,점,point/ aspect,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),5.43,점,1251.0,beginner
277,들어가다,"to enter, to go in",1,topik,TOPIK Beginner Vocabulary List,5.43,들어가다,103.0,beginner
760,돈을 찾다,to withdraw money,2,other,Fun Fun Korean 1,5.43,,,beginner
297,확인,checking,1,yonsei,Yonsei Korean Vocab Beginner,5.43,확인,2236.0,beginner
111,들어가다,to enter,1,integrated,Integrated Korean Beginning 2,5.43,들어가다,103.0,beginner
443,미안하다,to be sorry,1,integrated,Integrated Korean Beginning 1,5.43,미안하다,1171.0,beginner
453,들어가다,to go inside,1,yonsei,Yonsei Korean Vocab Beginner,5.43,들어가다,103.0,beginner
576,돈을 찾다,to withdraw money,2,kiip,KIIP Beginner Level 1,5.43,,,beginner
45,들어가다,to go into (-으로),1,sogang,Sogang Korean 2A Vocabulary,5.43,들어가다,103.0,beginner
561,이것,This,1,sungkyunkwan,성균관어학 1급,5.43,이것,112.0,beginner
412,들어가다,to go in,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.43,들어가다,103.0,beginner
363,조금 전,a little before,2,other,Fun Fun Korean 1,5.43,,,beginner
848,이것,this (thing),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.43,이것,112.0,beginner
52,준비,preparation,1,yonsei,Yonsei Korean Vocab Beginner,5.43,준비,835.0,beginner
90,축구,soccer,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.43,축구,1029.0,beginner
40,영화를 보다,to watch a movie,2,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.43,,,beginner
577,영화를 보다,to watch a movie,2,kiip,KIIP Beginner Level 1,5.43,,,beginner
796,축구,soccer,1,topik,쏙쏙 40 days TOPIK 초급,5.43,축구,1029.0,beginner
17,들어가다,to go inside,1,other,Fun Fun Korean 2,5.43,들어가다,103.0,beginner
83,돈을 찾다,to withdraw money from a bank,2,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.43,,,beginner
833,준비,preparation,1,other,Fun Fun Korean 2,5.43,준비,835.0,beginner
75,미안하다,"to be sorry, to be regrettable",1,topik,TOPIK Beginner Vocabulary List,5.43,미안하다,1171.0,beginner
134,돈을 찾다,to withdraw money,2,kiip,KIIP Beginner Level 1,5.43,,,beginner
526,축구,Football,1,sungkyunkwan,성균관어학 1급,5.43,축구,1029.0,beginner
642,들어가다,go in,1,kiip,KIIP Beginner Level 1,5.43,들어가다,103.0,beginner
113,점,Point,1,sungkyunkwan,성균관 어학 2급,5.43,점,1251.0,beginner
47,들어가다,To go in,1,sungkyunkwan,성균관어학 1급,5.43,들어가다,103.0,beginner
342,준비,preparation,1,integrated,Integrated Korean Beginning 1,5.43,준비,835.0,beginner
249,축구,soccer,1,integrated,Integrated Korean Beginning 2,5.43,축구,1029.0,beginner
184,아무 것도,nothing,2,other,Fun Fun Korean 2,5.43,,,beginner
255,축구,football/soccer (US),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.43,축구,1029.0,beginner
619,혼자서,On one's own,1,sungkyunkwan,성균관어학 1급,5.42,,,beginner
266,아직 잘 못해요.,I can't do (something) well yet.,3,sogang,Sogang Korean 2A Vocabulary,5.42,,,beginner
633,피,blood,1,yonsei,Yonsei Korean Vocab Beginner,5.42,피,1434.0,beginner
151,상,Korean low style table,1,sogang,Sogang Korean 2B (w,5.42,상,4102.0,beginner
492,보여 주다,to show,2,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.42,,,beginner
181,계획이 있다,to have plans,2,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.42,,,beginner
332,아무도 없다,there is no one,2,sogang,Sogang Korean 2B (w,5.42,,,beginner
294,비가 오는 날,rainy day,3,sogang,Sogang Korean 2B (w,5.42,,,beginner
193,손을 데다,to be burned,2,other,Fun Fun Korean 2,5.42,,,beginner
207,영화 보기,watching movies,2,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.42,,,beginner
856,나오다,come out,1,kiip,KIIP Beginner Level 1,5.41,나오다,26.0,beginner
152,실,thread,1,sogang,Sogang Korean 2B (w,5.41,실,4345.0,beginner
503,천,1000,1,sungkyunkwan,성균관어학 1급,5.41,천,5427.0,beginner
146,나오다,to come out,1,integrated,Integrated Korean Beginning 2,5.41,나오다,26.0,beginner
203,몸이안좋다,to not feel well,1,sogang,Sogang Korean 2B (w,5.41,,,beginner
704,천,thousand,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.41,천,5427.0,beginner
58,힘,Strength,1,topik,쏙쏙 40 days TOPIK 초급,5.41,힘,154.0,beginner
342,나오다,to come out,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.41,나오다,26.0,beginner
223,천,"1,000",1,integrated,Integrated Korean Beginning 1,5.41,천,5427.0,beginner
451,나오다,to go out,1,yonsei,Yonsei Korean Vocab Beginner,5.41,나오다,26.0,beginner
434,넣다,to put in,1,topik,TOPIK Beginner Vocabulary List,5.41,넣다,149.0,beginner
951,확인하다,to check,1,other,Fun Fun Korean 2,5.41,확인하다,704.0,beginner
306,넣다,to put in/insert,1,topik,쏙쏙 40 days TOPIK 초급,5.41,넣다,149.0,beginner
187,나오다,to come out,1,sogang,Sogang Korean 2A Vocabulary,5.41,나오다,26.0,beginner
209,준비하다,To prepare,1,sungkyunkwan,성균관 어학 2급,5.41,준비하다,867.0,beginner
2,나오다,to be there,1,other,Fun Fun Korean 2,5.41,나오다,26.0,beginner
327,넣다,to put in,1,sogang,Sogang Korean 2A Vocabulary,5.41,넣다,149.0,beginner
789,확인하다,to confirm/make sure,1,topik,쏙쏙 40 days TOPIK 초급,5.41,확인하다,704.0,beginner
525,넣다,"put in, add to",1,kiip,KIIP Beginner Level 1,5.41,넣다,149.0,beginner
525,넣다,to put in,1,yonsei,Yonsei Korean Vocab Beginner,5.41,넣다,149.0,beginner
271,나오다,to appear in,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.41,나오다,26.0,beginner
199,준비하다,to prepare,1,sogang,Sogang Korean 2A Vocabulary,5.41,준비하다,867.0,beginner
95,준비하다,Prepare,1,kiip,KIIP Beginner Level 2,5.41,준비하다,867.0,beginner
547,안전하다,to be safe,1,topik,쏙쏙 40 days TOPIK 초급,5.41,안전하다,2275.0,beginner
206,천,one thousand,1,yonsei,Yonsei Korean Vocab Beginner,5.41,천,5427.0,beginner
63,축구하다,to play soccer,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.41,,,beginner
255,나오다,To come to,1,sungkyunkwan,성균관 어학 2급,5.41,나오다,26.0,beginner
197,준비하다,to prepare,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.41,준비하다,867.0,beginner
458,축구를 하다,to play soccer,2,other,Fun Fun Korean 1,5.41,,,beginner
290,넣다,To place,1,sungkyunkwan,성균관어학 1급,5.41,넣다,149.0,beginner
279,넣다,Put in,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),5.41,넣다,149.0,beginner
48,넣다,to put in,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.41,넣다,149.0,beginner
546,나오다,to come out,1,topik,TOPIK Beginner Vocabulary List,5.41,나오다,26.0,beginner
45,준비하다,to prepare,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.41,준비하다,867.0,beginner
605,힘,strength,1,yonsei,Yonsei Korean Vocab Beginner,5.41,힘,154.0,beginner
706,(30분) 정도,about (30 minutes),2,other,Fun Fun Korean 1,5.41,,,beginner
924,준비하다,to prepare,1,topik,쏙쏙 40 days TOPIK 초급,5.41,준비하다,867.0,beginner
68,천,one thousand,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.41,천,5427.0,beginner
5,몸이 안 좋다,to not be feeling well,3,sogang,Sogang Korean 2B (w,5.41,,,beginner
759,준비하다,prepare,1,kiip,KIIP Beginner Level 1,5.41,준비하다,867.0,beginner
12,잘못,Wrong,1,sungkyunkwan,성균관어학 1급,5.4,잘못,1409.0,beginner
35,갔다 오다,To go and come,2,sungkyunkwan,성균관 어학 2급,5.4,,,beginner
549,두 번째,the second time,2,sogang,Sogang Korean 2B (w,5.4,,,beginner
127,쉬다,to rest,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.4,쉬다,1901.0,beginner
329,쪽,Direction,1,sungkyunkwan,성균관어학 1급,5.4,쪽,4612.0,beginner
183,계획이 없다,to not have any plans,2,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.4,,,beginner
333,쉬다,to rest,1,other,Fun Fun Korean 1,5.4,쉬다,1901.0,beginner
46,늦다,to be late,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.4,늦다,2860.0,beginner
588,늦다,late,1,kiip,KIIP Beginner Level 1,5.4,늦다,2860.0,beginner
262,쉬다,to rest,1,yonsei,Yonsei Korean Vocab Beginner,5.4,쉬다,1901.0,beginner
407,쪽,"side, direction",1,integrated,Integrated Korean Beginning 1,5.4,쪽,4612.0,beginner
777,늦다,late,1,kiip,KIIP Beginner Level 1,5.4,늦다,2860.0,beginner
107,한테서,From,1,sungkyunkwan,성균관어학 1급,5.4,,,beginner
64,쉬다,to rest,1,integrated,Integrated Korean Beginning 2,5.4,쉬다,1901.0,beginner
871,늦다,to be late,1,topik,쏙쏙 40 days TOPIK 초급,5.4,늦다,2860.0,beginner
262,열하나,11 (traditional)\,1,sungkyunkwan,성균관어학 1급,5.4,,,beginner
278,늦다,to be late (for) (-에),1,sogang,Sogang Korean 2A Vocabulary,5.4,늦다,2860.0,beginner
213,늦다,to be late,1,yonsei,Yonsei Korean Vocab Beginner,5.4,늦다,2860.0,beginner
57,쪽,page,1,yonsei,Yonsei Korean Vocab Beginner,5.4,쪽,4612.0,beginner
365,한테서,from (a person or an animal; colloquial form),1,integrated,Integrated Korean Beginning 2,5.4,,,beginner
469,쉬다,to rest,1,topik,쏙쏙 40 days TOPIK 초급,5.4,쉬다,1901.0,beginner
147,쉬다,to rest,1,other,Fun Fun Korean 1,5.4,쉬다,1901.0,beginner
872,쉬다,to take a rest,1,kiip,KIIP Beginner Level 1,5.4,쉬다,1901.0,beginner
490,잘못,by mistake,1,topik,쏙쏙 40 days TOPIK 초급,5.4,잘못,1409.0,beginner
636,늦다,to come late,1,other,Fun Fun Korean 1,5.4,늦다,2860.0,beginner
585,쉬다,to rest,1,topik,TOPIK Beginner Vocabulary List,5.4,쉬다,1901.0,beginner
353,쉬다,to take a rest,1,other,Fun Fun Korean 2,5.4,쉬다,1901.0,beginner
245,늦다,to be late,1,topik,TOPIK Beginner Vocabulary List,5.4,늦다,2860.0,beginner
11,늦다,To be late,1,sungkyunkwan,성균관어학 1급,5.4,늦다,2860.0,beginner
319,갔다 오다,to have been,2,other,Fun Fun Korean 2,5.4,,,beginner
15,늦다,to be late,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.4,늦다,2860.0,beginner
983,늦다,to be late,1,kiip,KIIP Beginner Level 1,5.4,늦다,2860.0,beginner
35,쉬다,to take a rest,1,kiip,KIIP Beginner Level 1,5.4,쉬다,1901.0,beginner
373,늦다,to be late,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.4,늦다,2860.0,beginner
235,열하나,11 (Native Korean),1,integrated,Integrated Korean Beginning 1,5.4,,,beginner
27,늦다,to be late,1,integrated,Integrated Korean Beginning 2,5.4,늦다,2860.0,beginner
726,쉬다,to rest,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.4,쉬다,1901.0,beginner
15,늦다,to be late,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.4,늦다,2860.0,beginner
600,코,nose,1,yonsei,Yonsei Korean Vocab Beginner,5.39,코,1045.0,beginner
634,피가 나다,to bleed,2,kiip,KIIP Beginner Level 1,5.39,,,beginner
42,배,pear,1,other,Fun Fun Korean 2,5.39,배,3793.0,beginner
715,배,stomach,1,topik,쏙쏙 40 days TOPIK 초급,5.39,배,3793.0,beginner
58,배,"a boat, a ship",1,topik,TOPIK Beginner Vocabulary List,5.39,배,3793.0,beginner
266,세계,world,1,sogang,Sogang Korean 2B (w,5.39,세계,75.0,beginner
206,배,Boat,1,sungkyunkwan,성균관어학 1급,5.39,배,3793.0,beginner
383,세계,world,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),5.39,세계,75.0,beginner
56,배,a pear,1,topik,TOPIK Beginner Vocabulary List,5.39,배,3793.0,beginner
57,배,the stomach,1,topik,TOPIK Beginner Vocabulary List,5.39,배,3793.0,beginner
134,배,Ship,1,sungkyunkwan,성균관어학 1급,5.39,배,3793.0,beginner
255,배,"Stomach, ship, pear",1,kiip,KIIP Beginner Level 2,5.39,배,3793.0,beginner
575,아빠,dad,1,topik,쏙쏙 40 days TOPIK 초급,5.39,아빠,279.0,beginner
704,코,nose,1,topik,쏙쏙 40 days TOPIK 초급,5.39,코,1045.0,beginner
198,피가 나다,to bleed,2,other,Fun Fun Korean 2,5.39,,,beginner
524,세계,the world,1,topik,TOPIK Beginner Vocabulary List,5.39,세계,75.0,beginner
87,배,boat,1,topik,쏙쏙 40 days TOPIK 초급,5.39,배,3793.0,beginner
722,배,ship,1,other,Fun Fun Korean 1,5.39,배,3793.0,beginner
604,배,stomach,1,other,Fun Fun Korean 1,5.39,배,3793.0,beginner
366,배,ship,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.39,배,3793.0,beginner
112,배,pear,1,sogang,Sogang Korean 2A Vocabulary,5.39,배,3793.0,beginner
599,코,nose,1,other,Fun Fun Korean 1,5.39,코,1045.0,beginner
667,배,ship,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.39,배,3793.0,beginner
44,배,"ship, vessel",1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.39,배,3793.0,beginner
180,코,nose,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),5.39,코,1045.0,beginner
364,세계,world,1,topik,쏙쏙 40 days TOPIK 초급,5.39,세계,75.0,beginner
175,결정하다,To decide,1,topik,TOPIK Beginner Vocabulary List,5.39,결정하다,803.0,beginner
882,배,pear,1,topik,쏙쏙 40 days TOPIK 초급,5.39,배,3793.0,beginner
26,결정하다,to decide,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),5.39,결정하다,803.0,beginner
936,어디에 살아요?,Where do you live?,2,kiip,KIIP Beginner Level 1,5.39,,,beginner
148,결정하다,to make a decision,1,topik,쏙쏙 40 days TOPIK 초급,5.39,결정하다,803.0,beginner
625,코,nose,1,kiip,KIIP Beginner Level 1,5.39,코,1045.0,beginner
68,힘(이) 들다,to be hard,2,integrated,Integrated Korean Beginning 2,5.39,,,beginner
460,가족,family,1,yonsei,Yonsei Korean Vocab Beginner,5.38,가족,306.0,beginner
904,가족,family,1,kiip,KIIP Beginner Level 1,5.38,가족,306.0,beginner
138,가족,family,1,kiip,KIIP Beginner Level 1,5.38,가족,306.0,beginner
271,하루,a day,1,kiip,KIIP Beginner Level 1,5.38,하루,268.0,beginner
865,그것,that thing / it (full),1,topik,TOPIK Beginner Vocabulary List,5.38,그것,24.0,beginner
772,하루,one day,1,other,Fun Fun Korean 1,5.38,하루,268.0,beginner
490,두 번째로,the second,2,other,Fun Fun Korean 2,5.38,,,beginner
205,이건,This,1,sungkyunkwan,성균관어학 1급,5.38,,,beginner
273,가족,family,1,other,Fun Fun Korean 1,5.38,가족,306.0,beginner
137,가족,family,1,other,Fun Fun Korean 1,5.38,가족,306.0,beginner
296,새집,new house,1,other,Fun Fun Korean 2,5.38,,,beginner
380,하루,one day,1,integrated,Integrated Korean Beginning 1,5.38,하루,268.0,beginner
766,부탁을 들어주다,to accept a request,2,other,Fun Fun Korean 2,5.38,,,beginner
705,결정을 하다,to make a decision,2,other,Fun Fun Korean 2,5.38,,,beginner
130,부탁합니다,Please.,1,other,Fun Fun Korean 1,5.38,,,beginner
476,하루,one day,1,other,Fun Fun Korean 1,5.38,하루,268.0,beginner
564,그것,That,1,sungkyunkwan,성균관어학 1급,5.38,그것,24.0,beginner
565,가족,Family,1,sungkyunkwan,성균관어학 1급,5.38,가족,306.0,beginner
259,하루,One day,1,sungkyunkwan,성균관 어학 2급,5.38,하루,268.0,beginner
950,가족,family,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.38,가족,306.0,beginner
464,가족,a family,1,topik,TOPIK Beginner Vocabulary List,5.38,가족,306.0,beginner
44,이건,This is-,1,other,Fun Fun Korean 2,5.38,,,beginner
367,가족,family,1,integrated,Integrated Korean Beginning 2,5.38,가족,306.0,beginner
723,잘못을 하다,to do something wrong,2,other,Fun Fun Korean 2,5.38,,,beginner
53,중요하다,to be important,1,yonsei,Yonsei Korean Vocab Beginner,5.37,중요하다,150.0,beginner
389,버리다,To throw,1,sungkyunkwan,성균관어학 1급,5.37,버리다,541.0,beginner
249,짓다,to build,1,other,Fun Fun Korean 2,5.37,짓다,173.0,beginner
203,삼,three (sino),1,yonsei,Yonsei Korean Vocab Beginner,5.37,삼,4179.0,beginner
202,팔,8 (Sino-Korean),1,integrated,Integrated Korean Beginning 1,5.37,팔,5365.0,beginner
132,딸,daughter,1,other,Fun Fun Korean 1,5.37,딸,473.0,beginner
135,하루에,per day,1,other,Fun Fun Korean 1,5.37,,,beginner
606,팔,arm,1,other,Fun Fun Korean 1,5.37,팔,5365.0,beginner
287,옷,clothes,1,integrated,Integrated Korean Beginning 1,5.37,옷,401.0,beginner
197,삼,3 (Sino-Korean),1,integrated,Integrated Korean Beginning 1,5.37,삼,4179.0,beginner
486,팔,8,1,sungkyunkwan,성균관어학 1급,5.37,팔,5365.0,beginner
932,짓다,to build,1,topik,쏙쏙 40 days TOPIK 초급,5.37,짓다,173.0,beginner
120,삼,three (Sino-Korean),1,integrated,Integrated Korean Beginning 1,5.37,삼,4179.0,beginner
451,하루에,in a day,1,sogang,Sogang Korean 2B (w,5.37,,,beginner
166,다음 달,next month,2,other,Fun Fun Korean 1,5.37,,,beginner
481,삼,3,1,sungkyunkwan,성균관어학 1급,5.37,삼,4179.0,beginner
761,돈을 보내다,to send money,2,other,Fun Fun Korean 1,5.37,,,beginner
697,삼,three (Sino-Korean),1,topik,TOPIK Beginner Vocabulary List,5.37,삼,4179.0,beginner
577,딸,daughter,1,topik,쏙쏙 40 days TOPIK 초급,5.37,딸,473.0,beginner
393,딸,a daughter,1,topik,TOPIK Beginner Vocabulary List,5.37,딸,473.0,beginner
765,부탁을 받다,to be asked a favor,2,other,Fun Fun Korean 2,5.37,,,beginner
929,옷,clothes,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.37,옷,401.0,beginner
107,돈을 보내다,to send money,2,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.37,,,beginner
206,힘이 없다,to have no energy,2,sogang,Sogang Korean 2B (w,5.37,,,beginner
219,다음 달,next month,2,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.37,,,beginner
717,팔,arm,1,topik,쏙쏙 40 days TOPIK 초급,5.37,팔,5365.0,beginner
64,팔,eight,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.37,팔,5365.0,beginner
580,옷,Clothes,1,sungkyunkwan,성균관어학 1급,5.37,옷,401.0,beginner
294,버리다,to throw away,1,topik,쏙쏙 40 days TOPIK 초급,5.37,버리다,541.0,beginner
297,딸,daughter,1,other,Fun Fun Korean 1,5.37,딸,473.0,beginner
555,옷,clothes,1,other,Fun Fun Korean 1,5.37,옷,401.0,beginner
704,중요하다,to be important,1,other,Fun Fun Korean 2,5.37,중요하다,150.0,beginner
401,걱정,worry,1,yonsei,Yonsei Korean Vocab Beginner,5.37,걱정,884.0,beginner
147,다음 달,next month,2,kiip,KIIP Beginner Level 1,5.37,,,beginner
364,조금 후,a little after,2,other,Fun Fun Korean 1,5.37,,,beginner
59,삼,three,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",5.37,삼,4179.0,beginner
627,자리,seat,1,topik,쏙쏙 40 days TOPIK 초급,5.37,자리,4440.0,beginner
768,다음 달,next month,2,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.37,,,beginner
342,버리다,to throw away,1,yonsei,Yonsei Korean Vocab Beginner,5.37,버리다,541.0,beginner
172,중요하다,to be important,1,sogang,Sogang Korean 2A Vocabulary,5.37,중요하다,150.0,beginner
184,자리,seat,1,integrated,Integrated Korean Beginning 2,5.37,자리,4440.0,beginner
168,짓다,to build,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.37,짓다,173.0,beginner
935,미안합니다,I'm sorry,1,kiip,KIIP Beginner Level 1,5.37,,,beginner
347,자리,seat (ㅈㄹ),1,sogang,Sogang Korean 2A Vocabulary,5.37,자리,4440.0,beginner
689,옷,clothes,1,kiip,KIIP Beginner Level 1,5.37,옷,401.0,beginner
596,버리다,throw away,1,kiip,KIIP Beginner Level 1,5.37,버리다,541.0,beginner
308,딸,daughter,1,kiip,KIIP Beginner Level 1,5.37,딸,473.0,beginner
147,버리다,To throw out,1,kiip,KIIP Beginner Level 2,5.37,버리다,541.0,beginner
356,부탁(을) 받다,To receive a request for a favour,2,sungkyunkwan,성균관 어학 2급,5.37,,,beginner
369,딸,daughter,1,integrated,Integrated Korean Beginning 2,5.37,딸,473.0,beginner
878,옷,clothing,1,yonsei,Yonsei Korean Vocab Beginner,5.37,옷,401.0,beginner
575,돈을 보내다,"to send money, transfer money",2,kiip,KIIP Beginner Level 1,5.37,,,beginner
907,딸,daughter,1,kiip,KIIP Beginner Level 1,5.37,딸,473.0,beginner
68,버리다,"to dispose, dump, throw away",1,topik,TOPIK Beginner Vocabulary List,5.37,버리다,541.0,beginner
133,딸,daughter,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.37,딸,473.0,beginner
133,버리다,to throw away,1,sogang,Sogang Korean 2A Vocabulary,5.37,버리다,541.0,beginner
742,자리,seat,1,yonsei,Yonsei Korean Vocab Beginner,5.37,자리,4440.0,beginner
655,팔,eight,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.37,팔,5365.0,beginner
465,딸,daughter,1,yonsei,Yonsei Korean Vocab Beginner,5.37,딸,473.0,beginner
650,삼,three,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.37,삼,4179.0,beginner
843,옷,clothes,1,kiip,KIIP Beginner Level 1,5.37,옷,401.0,beginner
64,딸,daughter,1,sogang,Sogang Korean 2B (w,5.37,딸,473.0,beginner
376,자리,seat/one's place,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.37,자리,4440.0,beginner
48,행복,happiness,1,topik,쏙쏙 40 days TOPIK 초급,5.36,행복,1552.0,beginner
714,걱정하다,"to worry, to be anxious, to be concerned",1,topik,TOPIK Beginner Vocabulary List,5.36,걱정하다,1990.0,beginner
142,걱정하다,to worry,1,topik,쏙쏙 40 days TOPIK 초급,5.36,걱정하다,1990.0,beginner
234,드리다,To give (hon),1,sungkyunkwan,성균관 어학 2급,5.36,드리다,1149.0,beginner
593,드리다,"give, offer",1,kiip,KIIP Beginner Level 1,5.36,드리다,1149.0,beginner
70,가요,pop song,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",5.36,가요,4407.0,beginner
136,사진,photograph,1,yonsei,Yonsei Korean Vocab Beginner,5.36,사진,560.0,beginner
171,드리다,to give (to the person older than the speaker),1,other,Fun Fun Korean 2,5.36,드리다,1149.0,beginner
228,무,white radish,1,topik,TOPIK Beginner Vocabulary List,5.36,무,4697.0,beginner
175,얼굴에 뭐가 나다,to come out on the face,3,other,Fun Fun Korean 2,5.36,,,beginner
688,사진,"a picture, a photo",1,topik,TOPIK Beginner Vocabulary List,5.36,사진,560.0,beginner
377,이미,Already 2,1,sungkyunkwan,성균관어학 1급,5.36,이미,159.0,beginner
637,가요,a song (not 노...),1,topik,TOPIK Beginner Vocabulary List,5.36,가요,4407.0,beginner
385,걱정하다,to worry,1,other,Fun Fun Korean 2,5.36,걱정하다,1990.0,beginner
499,사진,picture,1,kiip,KIIP Beginner Level 1,5.36,사진,560.0,beginner
384,드리다,to give (honorific),1,integrated,Integrated Korean Beginning 2,5.36,드리다,1149.0,beginner
445,행복,Happy,1,sungkyunkwan,성균관어학 1급,5.36,행복,1552.0,beginner
371,사진,photo; picture,1,integrated,Integrated Korean Beginning 2,5.36,사진,560.0,beginner
82,무,radish,1,kiip,KIIP Beginner Level 1,5.36,무,4697.0,beginner
428,드리다,to give/to eat/to drink (honorific),1,topik,쏙쏙 40 days TOPIK 초급,5.36,드리다,1149.0,beginner
495,드리다,to give,1,yonsei,Yonsei Korean Vocab Beginner,5.36,드리다,1149.0,beginner
407,걱정하다,to be worried,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.36,걱정하다,1990.0,beginner
566,사진,Picture,1,sungkyunkwan,성균관어학 1급,5.36,사진,560.0,beginner
438,팔다,to sell,1,integrated,Integrated Korean Beginning 1,5.36,팔다,500.0,beginner
183,가요,Pop song,1,topik,쏙쏙 40 days TOPIK 초급,5.36,가요,4407.0,beginner
951,사진,picture; photo (not 그...),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),5.36,사진,560.0,beginner
272,드리다,to give (honorific),1,topik,TOPIK Beginner Vocabulary List,5.36,드리다,1149.0,beginner
